# 我的持仓（2026-09-15 录入，来自券商截图）
# group = 再平衡桶；target = 目标配比（桶内按 510300:513100 ≈ 2:1 分摊，总和自动归一化）
# adjust=1 的资产是该桶的"调节资产"（桶超配/低配时动它）；513100 设 0 = 股桶内只躺平
symbol:wkn:shares:group:adjust:target:currency
510300.SS::600:EQ:1:26.7:CNY
513100.SS::300:EQ:0:13.3:CNY
518880.SS::500:GOLD:1:30:CNY
511090.SS::100:BOND:1:30:CNY
